"","B","CD4","CD8","Monocytes","NK","Other"
"PD-PDEM032ME8_6",0.543129046071119,0.295599554951013,0,0.0813786886872484,0,0.0798927102906191
"PD-PDEM032ME8_12",0.307018299595026,0.379852359866965,0.164135777846765,0,0,0.148993562691244
"PD-PDEM032ME8_24",0.325379650983403,0.230071650402684,0.0753325687362788,0.169224462201761,0,0.199991667675873
"PD-PDEM388LMK_0",0.33137427273836,0.155374091392089,0,0.364847393800739,0,0.148404242068813
"PD-PDEM388LMK_6",0.277053987988708,0.234793412211406,0,0.272957542344649,0,0.215195057455237
"PD-PDEM388LMK_12",0.621250411656422,0.185294686854175,0.0045769921916409,0.184753238015741,0,0.00412467128202056
"PD-PDEM388LMK_18",0.288768958800199,0.408514114598429,0.087903353525994,0.0996857137764743,0,0.115127859298904
"PD-PDEM487YZD_0",0.462707907575122,0.195544082701615,0.321387717851531,0.017190785237965,0.00316950663376717,0
"PD-PDEM487YZD_6",0.40883242512233,0.15323334335216,0.0875760598619588,0.350358171663551,0,0
"PD-PDEM487YZD_12",0.39818029827904,0.141248574347036,0.097552123744681,0.3619419653646,0.00107703826464348,0
"PD-PDEM487YZD_18",0.130242639531903,0.305992653293304,0.056200377457381,0.499315892328366,0.00824843738904656,0
"PD-PDEN441WED_0",0.469196821330514,0.208689475020383,0.153761163729045,0.0216514843509621,0,0.146701055569096
"PD-PDEN441WED_6",0.43165964520713,0.226140301507387,0.0252852321665017,0.162617472078836,0,0.154297349040145
"PD-PDEN441WED_12",0.471030138286446,0.129746288119922,0.0947286570698194,0.205437155526121,0,0.0990577609976924
"PD-PDEN441WED_18",0.504703820010253,0.132083104221634,0,0.23175686239054,0,0.131456213377573
"PD-PDEN441WED_24",0.283835618071701,0.249894073252464,0.0899008809554694,0.247399646409865,0,0.1289697813105
"PD-PDEP049BVK_0",0.128204458901587,0.219057624902448,0.0390037017136317,0.534001292403946,0.00753547622791591,0.0721974458504712
"PD-PDEP049BVK_6",0.48972669055264,0.159059402408369,0,0.351213907038991,0,0
"PD-PDEP049BVK_12",0.335626977476925,0.206922631294985,0.193215144630279,0.264235246597811,0,0
"PD-PDEP049BVK_18",0.401701279629353,0.171353459723831,0.0199003215352891,0.407044939111526,0,0
"PD-PDEP049BVK_24",0.134252207758489,0.218472773897166,0.112190654318696,0.531615240147816,0.0016732519675408,0.00179587191029234
"PD-PDER909CXU_0",0.478421609651045,0.236538069790496,0.0280393173239086,0.254760971288505,0.00224003194604475,0
"PD-PDER909CXU_6",0.215597072815532,0.291026400887704,0.126565903555995,0.366810622740769,0,0
"PD-PDER909CXU_12",0.462652039450541,0.270026946336054,0.074534993517711,0.192786020695694,0,0
"PD-PDER909CXU_18",0.0472819498061018,0.192266146966195,0.0702261881641304,0.600618698919528,0,0.0896070161440446
"PD-PDER909CXU_24",0.22534109695082,0.270954238729435,0.348115642347685,0.152512236123317,0.00307678584874355,0
"PD-PDEV282HK8_0",0.465759087790078,0.232384981634742,0.117072885934305,0.0618438685252639,0,0.122939176115612
"PD-PDEV282HK8_6",0.0893325324777977,0.261771499255348,0.131316377633807,0.324322430295681,0,0.193257160337367
"PD-PDEV282HK8_12",0.456952732436882,0.160317972180725,0.0779329931789487,0.247955580799858,0,0.0568407214035868
"PD-PDEV282HK8_18",0.411502168661226,0.185344841254301,0.152564726008777,0.131650682433961,0,0.118937581641735
"PD-PDEV282HK8_24",0.374419636807437,0.276212747867709,0.247559010570887,0,0,0.101808604753966
"PD-PDEV476DA7_0",0.188733213671834,0.274226371526956,0,0.474892887233477,0.00116558043414608,0.0609819471335872
"PD-PDEV476DA7_6",0.356692807383741,0.28667981006912,0.0829109598374343,0.273716422709705,0,0
"PD-PDEV476DA7_12",0.340540210360397,0.230697419359187,0.140990632109723,0.287771738170693,0,0
"PD-PDEV476DA7_18",0.244650335471982,0.335168792781533,0.0335285285535147,0.38665234319297,0,0
"PD-PDEV476DA7_24",0.195722494272588,0.266104698114263,0,0.511539196656971,0,0.0266336109561785
"PD-PDEW655UUP_0",0.383589591419348,0,0.243764470440713,0.134340382898478,0,0.238305555241461
"PD-PDEW655UUP_6",0.291156322886415,0.200954948323551,0.169158657057628,0.338730071732406,0,0
"PD-PDEW655UUP_12",0.313151690538701,0.216991611866073,0.0861855146604293,0.383671182934797,0,0
"PD-PDEW655UUP_18",0.261885901408688,0.272126043158347,0.097341199929613,0.368646855503353,0,0
"PD-PDEW655UUP_24",0.128978682176228,0.325895606471594,0.127307949695523,0.417817761656654,0,0
"PD-PDEW749KZU_6",0.394851508775864,0.2439799129877,0.22559232296206,0,0,0.135576255274376
"PD-PDEW749KZU_12",0.362510424531603,0.200372652893321,0.0955581294914969,0.13100000977006,0,0.210558783313519
"PD-PDEW749KZU_18",0.26019411884341,0.319550723742287,0.0116273320697761,0.15761076773932,0,0.251017057605208
"PD-PDEW749KZU_24",0.358242325010169,0.23510106025192,0.0597746854105681,0.0892472108187083,0,0.257634718508636
"PD-PDEW817GNG_0",0.338588325873664,0.413439519541421,0.157245501617637,0.0540569453025172,0,0.0366697076647613
"PD-PDEW817GNG_6",0.49992304614438,0.175812093735555,0.0488805583619291,0.275384301758136,0,0
"PD-PDEW817GNG_12",0.386741787715186,0.23784223775408,0.0866331650878707,0.288782809442864,0,0
"PD-PDEW817GNG_18",0.387302822833812,0.138372694791226,0,0.474324482374962,0,0
"PD-PDEW817GNG_24",0.398553779591016,0.324434372222237,0.104731109073009,0.172280739113737,0,0
"PD-PDEY344PZ6_0",0.270669770374204,0.307630110134646,0.182740940422372,0.237915097932152,0.00104408113662619,0
"PD-PDEY344PZ6_6",0.458595409622504,0.245602181363834,0.102038104465386,0.193764304548276,0,0
"PD-PDEY344PZ6_18",0.242401201324831,0.328945263471709,0.318443790325349,0.110209744878111,0,0
"PD-PDEY344PZ6_24",0.425124559806281,0.210835823719359,0.105551095056263,0.258488521418096,0,0
"PD-PDEY626UVE_6",0.255622705585304,0.242932302404101,0,0.357113138580591,0,0.144331853430004
"PD-PDEY626UVE_12",0.427284176454556,0.191355777884419,0.0726036558926085,0.0831285979689566,0,0.22562779179946
"PD-PDEY626UVE_18",0.458833239820075,0.16262631899827,0.0138485486492934,0.159638407853977,0,0.205053484678385
"PD-PDEY626UVE_24",0.402390271880743,0.2472507353978,0.069518825986887,0.0642545521151914,0,0.216585614619379
"PD-PDEY882YGQ_0",0.190938197496746,0.248575380276566,0.264192116396469,0.293241334553452,0.00305297127676739,0
"PD-PDEY882YGQ_6",0.332138194222971,0.20383575152905,0.201371281258085,0.262654772989894,0,0
"PD-PDEY882YGQ_12",0.30100751865327,0.136601869688795,0.061038179589992,0.413787060431301,0,0.0875653716366412
"PD-PDEY957GBY_0",0.330634835166488,0.220751178558205,0,0.350552259001356,0,0.0980617272739511
"PD-PDEY957GBY_6",0.314200084587609,0.152103281762615,0.276183723568286,0.257512910081491,0,0
"PD-PDEY957GBY_12",0.377452348761857,0.259225933300717,0.0396526226347255,0.220599127892229,0,0.103069967410472
"PD-PDEY957GBY_18",0.175069717082391,0.299602007845953,0.285921316102254,0.136335594917447,0,0.103071364051955
"PD-PDEY957GBY_24",0.34616316973172,0.200422888797699,0,0.285456676762297,0,0.167957264708284
"PD-PDFA237FXE_0",0.367665861777116,0.204632193776824,0,0.291598336559006,0,0.136103607887054
"PD-PDFA237FXE_6",0.316627182387388,0.232360860579046,0.0700548776282147,0.279389777479635,0,0.101567301925716
"PD-PDFA237FXE_12",0.398403301127914,0.156300750861204,0.00641925233118642,0.287454165877343,0,0.151422529802353
"PD-PDFA237FXE_18",0.388832429850453,0.228682045366541,0.219315689194927,0.138773745114825,0,0.0243960904732544
"PD-PDFA237FXE_24",0.338981938399306,0.233193429035361,0.146712115973838,0.281112516591495,0,0
"PD-PDFC701PBR_0",0.296389962893772,0.246131183287104,0,0.342441474517278,0,0.115037379301846
"PD-PDFC701PBR_12",0.239391467989874,0.450253960924184,0.205006325561347,0.0801976800838341,0,0.0251505654407601
"PD-PDFC701PBR_24",0.452860554569428,0.113960518156143,0,0.433178927274428,0,0
"PD-PDFD062BTW_0",0.442152894660498,0.282836830503269,0.0161564347085849,0.212856505017425,0,0.0459973351102232
"PD-PDFD062BTW_6",0.291770884587984,0.32907763832689,0.0751672901061321,0.169324565486818,0,0.134659621492176
"PD-PDFD062BTW_12",0.215417851149903,0.180324750856913,0.0381029033544831,0.566154494638701,0,0
"PD-PDFD062BTW_18",0.428427346727792,0.243011669004775,0.0325089602491392,0.174823390812838,0,0.121228633205456
"PD-PDFD062BTW_24",0.259592180332337,0.355002294754237,0.0321081475570439,0.221188135761631,0,0.13210924159475
"PD-PDFD081ACG_0",0.258996767951763,0.201275609764491,0,0.367936310890239,0,0.171791311393507
"PD-PDFD081ACG_6",0.363900180564764,0.166959824889459,0.0288276842061279,0.440312310339649,0,0
"PD-PDFD081ACG_12",0.215979989434943,0.273752839858768,0.154251030371599,0.281918194080933,0,0.0740979462537569
"PD-PDFD081ACG_18",0.249626784833794,0.309301536455544,0.0641496248337668,0.297182104301586,0,0.0797399495753088
"PD-PDFE792DK0_0",0.521479526066344,0.107178839164148,0.205424486627554,0.154283965535067,0,0.0116331826068875
"PD-PDFE792DK0_6",0.335788253328144,0.282149743857619,0.0289588910918662,0.20142461996335,0,0.151678491759021
"PD-PDFE792DK0_12",0.387410712991623,0.262852589660967,0,0.170082365622324,0,0.179654331725086
"PD-PDFE792DK0_18",0.422611598397612,0.248443928446268,0.0611788463499966,0.143093389935251,0,0.124672236870872
"PD-PDFG786NC8_0",0.501882737884456,0.198970736616164,0,0.29914652549938,0,0
"PD-PDFG786NC8_6",0.436704209685333,0.100327261813289,0.240816664291769,0.222151864209609,0,0
"PD-PDFG786NC8_12",0.445183779349864,0.119725712053995,0.206422411563252,0.22866809703289,0,0
"PD-PDFG786NC8_18",0.368334727832326,0.125609054276259,0.180766328806429,0.325289889084985,0,0
"PD-PDFG786NC8_24",0.360044312918898,0.135084122655103,0.0741233736844195,0.43074819074158,0,0
"PD-PDFH506HKM_0",0.0910289628982071,0.296959564416738,0.126794253175279,0.323973137157645,0,0.161244082352132
"PD-PDFH506HKM_6",0.485883327698335,0.110501810620282,0.0634641483246323,0.340150713356751,0,0
"PD-PDFH506HKM_12",0.463058275917256,0.0814696382454159,0.0537140600153014,0.401758025822027,0,0
"PD-PDFH506HKM_18",0.43653891703996,0.183633941056863,0.0380415070780103,0.341785634825167,0,0
"PD-PDFH506HKM_24",0.371618683418887,0.110175380774742,0.0659697846812262,0.452236151125145,0,0
"PD-PDFH864AYW_0",0.278806222151702,0.131801472613053,0.192413095922223,0.396979209313022,0,0
"PD-PDFH864AYW_6",0.436112138293829,0.185525446876039,0.130001785176729,0.248360629653404,0,0
"PD-PDFH864AYW_12",0.402392375211857,0.125733924309568,0.0432216953848024,0.391396670395086,0,0.0372553346986861
"PD-PDFH864AYW_18",0.207521337141471,0.167125944095249,0.323726069323342,0.301626649439939,0,0
"PD-PDFH864AYW_24",0.214623627707664,0.305664707106307,0.0979787910886172,0.381732874097412,0,0
"PD-PDFK195KHK_0",0.379184856944068,0.134582499073379,0.170169866821903,0.31606277716065,0,0
"PD-PDFK195KHK_6",0.363368445815184,0.147789979039883,0.153044830421855,0.335796744723078,0,0
"PD-PDFK195KHK_18",0.264149757973864,0.354506952138875,0.145261959787225,0.236081330100036,0,0
"PD-PDFK195KHK_24",0.215172277928834,0.266585280371418,0.0572568427931603,0.460985598906587,0,0
"PD-PDFK551GW2_0",0.42941288494646,0.119547820650589,0.0319861397768664,0.414972045226133,0.00408110939995181,0
"PD-PDFK551GW2_6",0.0354827548773917,0.352442044102208,0.023786833778608,0.490807038687461,0,0.0974813285543321
"PD-PDFK551GW2_12",0.296275485941164,0.173046617942496,0.22562399480735,0.302897057559016,0.00215684374997391,0
"PD-PDFK551GW2_18",0.452831293394552,0.15074814588006,0.113871237661259,0.28171075918064,0.000838563883489301,0
"PD-PDFK551GW2_24",0.540160503440974,0.138270975802132,0.043344657679897,0.278223863076997,0,0
"PD-PDFL047VHT_0",0.498971103045916,0.331492732714766,0.0399597329218054,0.103325074627737,0,0.0262513566897758
"PD-PDFL047VHT_6",0.129374815374775,0.224129328061507,0.28599013673052,0.360505719833198,0,0
"PD-PDFL047VHT_12",0.408687465667785,0.344592610495426,0.0174769470442821,0.229242976792507,0,0
"PD-PDFL047VHT_18",0.4006687473399,0.177132708462231,0.0796723970545045,0.342526147143364,0,0
"PD-PDFL047VHT_24",0.486417285312386,0.267110288266851,0.031105184321379,0.198324222958157,0,0.0170430191412271
"PD-PDFL774MCR_0",0.262737732088917,0.176442475044809,0.156520741498666,0.404299051367608,0,0
"PD-PDFL774MCR_6",0.285999275366175,0.263046421975689,0.0210790184659378,0.373084959261685,0,0.0567903249305128
"PD-PDFL774MCR_18",0.425852576989801,0.227368800800823,0.0906710138188768,0.256107608390499,0,0
"PD-PDFL824FJY_0",0.326508852280401,0.170796636105794,0.168600137176626,0.333470734331407,0.000623640105771406,0
"PD-PDFL824FJY_6",0.215230998474365,0.205399039187974,0.13646027422627,0.439849885454389,0.00305980265700248,0
"PD-PDFL824FJY_12",0.339276950362492,0.245648578653134,0.16128140207919,0.253793068905185,0,0
"PD-PDFL824FJY_18",0.18779658506684,0.261198501922994,0.107744713810227,0.416705115080586,7.63348655709721e-05,0.0264787492537811
"PD-PDFL824FJY_24",0.317832579506796,0.325517629097714,0.259259557076802,0.0973902343186877,0,0
"PD-PDFN028HY8_0",0.260509576362093,0.209157183312661,0.0949549787613777,0.424102789968117,0.00150547930412659,0.00976999229162456
"PD-PDFN028HY8_6",0.120756996859225,0.220499276654214,0.260726287823349,0.389864100771167,0.00815333789204428,0
"PD-PDFN028HY8_12",0.301186408060878,0.238442811999657,0.265972719950743,0.194398059988722,0,0
"PD-PDFP184NXJ_0",0.378418236340107,0.325415423542085,0,0.272687073695963,0,0.0234792664218451
"PD-PDFP184NXJ_6",0.391398714174774,0.369366649286173,0.0442976593554803,0.128392916715341,0,0.0665440604682312
"PD-PDFP184NXJ_12",0.493355129800088,0.338786694003332,0,0.123935631108819,0,0.0439225450877611
"PD-PDFP184NXJ_18",0.186186701868447,0.190499013188094,0,0.350655240840571,0.00234960779594112,0.270309436306946
"PD-PDFP184NXJ_24",0.472109783108982,0.274990421473112,0.0319790225212308,0.220920772896674,0,0
"PD-PDFP658RC3_0",0.414003706788214,0.240100562983254,0,0.229562152384006,0,0.116333577844526
"PD-PDFP658RC3_6",0.268983356275114,0.285531895911438,0.00593374959665443,0.25824978673497,0,0.181301211481824
"PD-PDFP658RC3_12",0.434525665390649,0.194238673390495,0,0.269784801819454,0,0.101450859399402
"PD-PDFP658RC3_18",0.419963254229472,0.217870383314345,0,0.164783439450382,0,0.197382923005801
"PD-PDFP658RC3_24",0.443522601012259,0.257255296831357,0,0.115325231693019,0,0.183896870463365
"PD-PDFR363RHQ_0",0.51104367478248,0.182207576083597,0.207400468465921,0.0993482806680014,0,0
"PD-PDFR363RHQ_6",0.447638027710312,0.206135020793273,0.175326543469651,0.170900408026764,0,0
"PD-PDFR363RHQ_12",0.437337048869019,0.179202063207947,0.168415373569351,0.215045514353682,0,0
"PD-PDFR363RHQ_24",0.41787672266206,0.248310883579278,0.193998919955232,0.13981347380343,0,0
"PD-PDFU964UEJ_0",0.44676825277818,0.231385326634134,0.0615124414144601,0.260333979173226,0,0
"PD-PDFU964UEJ_6",0.446126055698468,0.253262849080117,0.078056372995073,0.222554722226341,0,0
"PD-PDFU964UEJ_12",0.324444422477354,0.474409541690781,0,0.19905724004623,0,0.00208879578563458
"PD-PDFU964UEJ_18",0.471982398181104,0.303880618308398,0.061219297921851,0.162917685588647,0,0
"PD-PDFU964UEJ_24",0.455740164368847,0.267959147089303,0.0567738152134014,0.219526873328448,0,0
"PD-PDFV045NAX_0",0.31946409998662,0.130315608307644,0.257277182205985,0.292943109499751,0,0
"PD-PDFV045NAX_6",0.523220701380002,0.160818522914516,0.0517823976817102,0.264178378023773,0,0
"PD-PDFV045NAX_12",0.357963897850613,0.167180322273406,0.165692409961811,0.309163369914171,0,0
"PD-PDFV045NAX_18",0.418088602981528,0.155798601286797,0.225984000061291,0.200128795670383,0,0
"PD-PDFV045NAX_24",0.374161338536313,0.206861875267066,0.199092899211299,0.219883886985321,0,0
"PD-PDFV321TNV_0",0.228222087304658,0.275621793145091,0.150129958329355,0.232268767616305,0,0.113757393604591
"PD-PDFV321TNV_6",0.33340279850554,0.283175223680831,0.125326842493951,0.131921593155584,0,0.126173542164094
"PD-PDFV321TNV_12",0.431882389508833,0.200032092172875,0.0581387279533836,0.143232473815747,0,0.166714316549162
"PD-PDFV321TNV_18",0.437374588637036,0.246136993437904,0.0221743248332,0.178631889543347,0,0.115682203548513
"PD-PDFV321TNV_24",0.334240726622471,0.222045190190646,0.119223934986057,0.235542910219272,0,0.0889472379815536
"PD-PDFV450FRF_0",0.24574865911576,0.379157684807707,0.237891392293381,0.118193177765258,0,0.0190090860178947
"PD-PDFV450FRF_6",0.264826004997585,0.181783645962451,0.193443872714279,0.305098225547924,0,0.0548482507777604
"PD-PDFV450FRF_12",0.235131047576339,0.244554826566278,0.162228221128662,0.278058196049613,0,0.0800277086791084
"PD-PDFW847ERJ_0",0.370621818741048,0.265778120250842,0.0557991104335253,0.307800950574585,0,0
"PD-PDFW847ERJ_6",0.335771247302102,0.204160347699594,0.234511215736845,0.225557189261459,0,0
"PD-PDFW847ERJ_12",0.291605402134087,0.210465371765339,0.315561248254504,0.181030471473918,0.00133750637215123,0
"PD-PDFW847ERJ_18",0.37685945141981,0.189218338865346,0.214239548833469,0.219682660881376,0,0
"PD-PDFW847ERJ_24",0.274166522169683,0.160960236960312,0.288990276101448,0.275882964768557,0,0
"PD-PDFY781HVX_0",0.0828180428009142,0.386630313437363,0.287069241563428,0.240482879212665,0,0.0029995229856303
"PD-PDFY781HVX_6",0.461806601551768,0.197672373634084,0.0812634331733256,0.259257591640823,0,0
"PD-PDFY781HVX_12",0.509527877868626,0.244636142075242,0,0.245835980056131,0,0
"PD-PDFY781HVX_24",0.567737746140063,0.203011955787976,0,0.22925029807196,0,0
"PD-PDFZ080FU4_0",0.404020746249722,0.0649982344303524,0.184996373889712,0.345984645430214,0,0
"PD-PDFZ080FU4_6",0.41993327695044,0.098498823742817,0.222376771391683,0.25919112791506,0,0
"PD-PDFZ080FU4_12",0.410104478619468,0.0972727181146046,0.243086910829164,0.249535892436763,0,0
"PD-PDFZ080FU4_18",0.267842341297932,0.200763080066556,0.250836170550238,0.278105749930415,0.0024526581548599,0
"PD-PDFZ080FU4_24",0.499557823777907,0.0802873415666112,0.177326974346725,0.242827860308757,0,0
"PD-PDGA259UBT_0",0.253095502520816,0.266123395525977,0.0251122285924587,0.315019078127886,0,0.140649795232863
"PD-PDGA259UBT_6",0.331530863743246,0.192507126469132,0.0697019822654509,0.2588015306468,0,0.147458496875371
"PD-PDGA259UBT_12",0.275260311955517,0.193982202376302,0.0333480609565998,0.335160148758032,0,0.162249275953549
"PD-PDGA259UBT_18",0.394159706799696,0.198788423526685,0.0564455175324947,0.277774683988361,0,0.0728316681527638
"PD-PDGA259UBT_24",0.335123768569517,0.283436354135903,0.137374461787738,0.112135666957277,0,0.131929748549565
"PD-PDGA603UC9_6",0.317807291146938,0.425914990894847,0.196673347003865,0.0166723064599514,0,0.0429320644943993
"PD-PDGA603UC9_12",0.478575805392999,0.204455878436575,0.118943811217345,0.0647668405405622,0,0.13325766441252
"PD-PDGA603UC9_24",0.155756239217123,0.153553305618886,0,0.57277721268257,0,0.117913242481421
"PD-PDGB158UUN_0",0.485522399415503,0.126789023781137,0.0180111082073322,0.369677468596027,0,0
"PD-PDGB158UUN_6",0.387904953224435,0.260924486666045,0.0395329184235414,0.302069168238207,0,0.00956847344777205
"PD-PDGB158UUN_12",0.545528911595751,0.1773040040348,0.0330964992180397,0.226143381651253,0,0.0179272035001554
"PD-PDGB158UUN_18",0.493144224071511,0.179757666001982,0,0.327098109926508,0,0
"PD-PDGB158UUN_24",0.474811457625577,0.162500054629647,0.249246982792761,0.113441504952014,0,0
"PD-PDGB282NN9_0",0.443422117354891,0.281193522419105,0.0637096903305492,0.0988116937164906,0,0.112862976178965
"PD-PDGB282NN9_6",0.492877946333163,0.154908199225583,0,0.249996134386087,0,0.102217720055167
"PD-PDGB282NN9_12",0.270884369360245,0.181854447532092,0.130650726071885,0.396164325223838,0,0.0204461318119392
"PD-PDGB282NN9_24",0.398793175627559,0.219770698710004,0,0.293767021127297,0,0.0876691045351396
"PD-PDGB401DHR_0",0.30440318997336,0.338834735096792,0,0.180894394620692,0,0.175867680309156
"PD-PDGB401DHR_6",0.370682960364527,0.258558502344274,0,0.16601314923952,0,0.204745388051678
"PD-PDGB401DHR_12",0.397548954855236,0.20561831328514,0.0316609834313576,0.175933677936394,0,0.189238070491872
"PD-PDGB401DHR_18",0.368022394902243,0.234387423282658,0,0.162366134610494,0,0.235224047204606
"PD-PDGB401DHR_24",0.397692848282947,0.214751990184846,0.0831746549762461,0.109573406828752,0,0.194807099727209
"PD-PDGC177LBJ_0",0.347971022844722,0.189577591734742,0.180256675149404,0.280104981152685,0.00208972911844711,0
"PD-PDGC177LBJ_6",0,0.262714832536472,0.00861942538801734,0.546409129238702,0,0.182256612836808
"PD-PDGC177LBJ_18",0.372739687229879,0.252808279144151,0.100289260159531,0.274050268515578,0.000112504950860584,0
"PD-PDGD352VC8_0",0.215532103464292,0.296806806879278,0.151948207265643,0.229084408820656,0,0.106628473570131
"PD-PDGD352VC8_6",0.363422138918364,0.254473438007012,0.117617532434367,0.0468152247815868,0,0.217671665858669
"PD-PDGD352VC8_12",0.23675967002755,0.276906722166326,0,0.486333607806124,0,0
"PD-PDGD352VC8_18",0.350057497882392,0.256958374762647,0.101134524721863,0.0267515298938588,0,0.26509807273924
"PD-PDGD352VC8_24",0.232204665915759,0.308031648693599,0.116250799446029,0.048644434929509,0,0.294868451015105
"PD-PDGE467UZT_0",0.300405502049563,0.179908800039584,0.264129736793957,0.255555961116896,0,0
"PD-PDGE467UZT_6",0.0886509986543129,0.31136125642102,0.100881768114051,0.404238629962678,0,0.094867346847939
"PD-PDGE467UZT_12",0.367982482473711,0.115157900803391,0.212635972300004,0.304223644422894,0,0
"PD-PDGE467UZT_18",0.34047878710633,0.11341302801131,0.15020459412408,0.39590359075828,0,0
"PD-PDGE467UZT_24",0.410560698010169,0.139056615880628,0.0586752411704685,0.391707444938734,0,0
"PD-PDGE693UKX_0",0.43880591551998,0.122735806327077,0.0952425081766871,0.343215769976256,0,0
"PD-PDGE693UKX_6",0.567922391440547,0.120057373658091,0.191847358572571,0.120172876328791,0,0
"PD-PDGE693UKX_12",0.44149931558036,0.151295696182119,0.239525353887629,0.167679634349892,0,0
"PD-PDGE693UKX_18",0.303771840983549,0.211803524803733,0.17798735735672,0.306437276855998,0,0
"PD-PDGE693UKX_24",0.345560318466447,0.184698875185897,0.150408657117346,0.31933214923031,0,0
"PD-PDGJ885TBH_0",0.536640323578382,0.207537217447894,0,0.176072496377582,0,0.0797499625961424
"PD-PDGJ885TBH_6",0.464190866012419,0.15229435935863,0.0471455006888844,0.217622288618056,0,0.118746985322011
"PD-PDGJ885TBH_12",0.148660471634731,0.225800588365525,0.390644127050074,0,0.00985238469684814,0.225042428252822
"PD-PDGJ885TBH_18",0.399437320431292,0.270508501638096,0.0389182702590764,0.0940791016497763,0,0.197056806021759
"PD-PDGJ885TBH_24",0.185283399772926,0.247098253492575,0.319117072117638,0,0,0.248501274616861
"PD-PDGK981KL8_0",0.390988488716173,0.213994939913136,0.0722945554308548,0.322722015939836,0,0
"PD-PDGK981KL8_6",0.313126345398533,0.269987339018406,0.247536228519318,0.169350087063743,0,0
"PD-PDGK981KL8_12",0.367411830099337,0.265311997755079,0.188912324254319,0.178363847891266,0,0
"PD-PDGK981KL8_18",0.418126360779556,0.204035366095275,0.233395448180142,0.144442824945027,0,0
"PD-PDGK981KL8_24",0.288524876758242,0.374617424636621,0.140574117127746,0.150622115249634,0,0.0456614662277579
"PD-PDGL076EYR_0",0.360913710050933,0.167740216496596,0.0816534863264691,0.389692587126002,0,0
"PD-PDGL076EYR_6",0.421987320321101,0.202489291116454,0.154035553950456,0.221487834611988,0,0
"PD-PDGL076EYR_12",0.236929535484562,0.369295699918808,0.049961872918681,0.343812891677949,0,0
"PD-PDGL076EYR_18",0.526184289690593,0.17770580907961,0.160497476271028,0.125962497717378,0,0.00964992724139135
"PD-PDGL166MPM_0",0.447215403710639,0.116973998784567,0,0.359797899758905,0,0.0760126977458894
"PD-PDGL166MPM_6",0.475904095816398,0.196038319644875,0.104200528745269,0.167967101687397,0,0.0558899541060608
"PD-PDGL166MPM_12",0.372885324132849,0.246758894824872,0.0856079563625497,0.154843693148092,0,0.139904131531636
"PD-PDGL166MPM_18",0.340303544700304,0.257302432318837,0.11774756273034,0.0346272608065387,0,0.25001919944398
"PD-PDGL327TX7_0",0.362140694009162,0.285086007012435,0,0.340792173315898,0,0.011981125662506
"PD-PDGL327TX7_6",0.128256373726852,0.44453001587429,0.194494120518204,0.22830616865117,0,0.00441332122948391
"PD-PDGL327TX7_12",0.15837307710418,0.156068308455981,0,0.407906389077541,0.0161637615996109,0.261488463762688
"PD-PDGL327TX7_18",0.255129267735147,0.232194837417542,0.109139554179864,0.381320759342732,0,0.0222155813247143
"PD-PDGL327TX7_24",0.182451961398892,0.271402121513379,0,0.418887993214301,0,0.127257923873428
"PD-PDGL829ZR9_0",0.472145577217698,0.0633152080453786,0.173725968812767,0.290813245924157,0,0
"PD-PDGL829ZR9_6",0.443453835716108,0.135425154648801,0.0793871126065868,0.341733897028505,0,0
"PD-PDGL829ZR9_12",0.46413360194751,0.131057988030555,0.120385175711997,0.284423234309938,0,0
"PD-PDGM067XT6_0",0.380208091574103,0.159600068539361,0.296791572662307,0.163400267224229,0,0
"PD-PDGM067XT6_6",0.363348049448687,0.286947197151749,0.0860069982698472,0.263697755129716,0,0
"PD-PDGM067XT6_12",0.343485955631843,0.198985195235239,0.28597651923899,0.171552329893928,0,0
"PD-PDGM067XT6_18",0.367691650739815,0.127148972870205,0.228758219823305,0.276401156566675,0,0
"PD-PDGM067XT6_24",0.540899411313982,0.0436736871924815,0.100392144215897,0.240388747635669,0,0.0746460096419709
"PD-PDGM218TF5_0",0.233964229237604,0.281766876668553,0,0.425291182749487,0.0182552163297926,0.040722495014564
"PD-PDGM218TF5_18",0.144483932712848,0.26868490165293,0.174280540893907,0.385538853248247,0.0270117714920672,0
"PD-PDGM218TF5_24",0.151419247222895,0.221891386382697,0.0528924782530461,0.499503463434818,0.0387036516866297,0.0355897730199144
"PD-PDGN172UDX_0",0.215023877222671,0.340091417173237,0.0310236760877063,0.379167410319223,0,0.0346936191971629
"PD-PDGN172UDX_6",0.472267968015952,0.203287948464169,0.036409400189404,0.288034683330476,0,0
"PD-PDGN172UDX_12",0.434897818833684,0.242497954848605,0,0.217414325400429,0,0.105189900917283
"PD-PDGN172UDX_18",0.357622782193019,0.354678792049232,0.0212574509209429,0.116352456280015,0,0.150088518556791
"PD-PDGN172UDX_24",0.38648441261879,0.300003969762006,0,0.102142844357655,0,0.211368773261549
"PD-PDGN666HPW_0",0.344467314413844,0.250160815863271,0.0582003121551448,0.29354612973988,0,0.0536254278278594
"PD-PDGN666HPW_6",0.320392356010741,0.246928801297975,0.0820808288466802,0.261738884842888,0,0.0888591290017163
"PD-PDGN666HPW_12",0.316500724305878,0.259112884046942,0.135285771772302,0.242259424819701,0,0.0468411950551768
"PD-PDGN666HPW_18",0.279234599547622,0.285499811977418,0.188280637366467,0.199985654572607,0,0.0469992965358857
